state,county,biden_votes,trump_votes,other_votes,winner
Wisconsin,Winnebago County,44060,47796,2176,Trump
Wisconsin,Wood County,16365,24308,625,Trump
Wyoming,Albany County,9092,8579,946,Biden
Wyoming,Big Horn County,788,4806,158,Biden
Wyoming,Campbell County,1935,16975,656,Biden
Wyoming,Carbon County,1427,5014,223,Trump
Wyoming,Converse County,861,5917,192,Biden
Wyoming,Crook County,378,3651,90,Biden
Wyoming,Fremont County,5519,12007,585,Biden
Wyoming,Goshen County,1203,4878,160,Trump
Wyoming,Hot Springs County,482,1999,96,Biden
Wyoming,Johnson County,897,3881,136,Biden
Wyoming,Laramie County,15217,27891,1874,Trump
Wyoming,Lincoln County,1509,8643,316,Trump
Wyoming,Natrona County,8530,25271,1401,Biden
Wyoming,Niobrara County,155,1118,35,Biden
Wyoming,Park County,3410,12813,494,Biden
Wyoming,Platte County,890,3898,135,Biden
Wyoming,Sheridan County,4043,11843,542,Biden
Wyoming,Sublette County,882,3957,131,Biden
Wyoming,Sweetwater County,3823,12229,551,Biden
Wyoming,Teton County,9848,4341,488,Biden
Wyoming,Uinta County,1591,7496,315,Trump
Wyoming,Washakie County,651,3245,116,Biden
Wyoming,Weston County,360,3107,75,Biden
Alabama,Cherokee County,1624,10583,94,Biden
Alabama,Chilton County,3073,16085,152,Biden
Alabama,Choctaw County,3127,4296,41,Trump
Alabama,Clarke County,5755,7324,56,Trump
Alabama,Clay County,1267,5601,62,Trump
Alabama,Cleburne County,675,6484,68,Biden
Alabama,Coffee County,5076,16899,300,Biden
Alabama,Colbert County,8343,19203,340,Biden
Alabama,Conecuh County,2966,3442,33,Trump
Alabama,Coosa County,1796,3631,52,Trump
Alabama,Autauga County,7503,19838,429,Biden
Alabama,Covington County,2721,14586,123,Biden
Alabama,Crenshaw County,1700,4864,53,Trump
Alabama,Cullman County,4478,36880,493,Biden
Alabama,Dale County,5170,14303,265,Biden
Alabama,Dallas County,12230,5524,110,Trump
Alabama,DeKalb County,4281,24767,308,Biden
Alabama,Elmore County,10367,30164,499,Trump
Alabama,Escambia County,4918,10869,123,Biden
Alabama,Etowah County,11567,35528,633,Trump
Alabama,Fayette County,1395,7300,71,Trump
Alabama,Baldwin County,24578,83544,1557,Trump
Alabama,Franklin County,2086,10376,116,Biden
Alabama,Geneva County,1595,10848,102,Biden
Alabama,Greene County,3884,875,16,Trump
Alabama,Hale County,4687,3190,45,Biden
Alabama,Henry County,2606,6607,85,Trump
Alabama,Houston County,12917,32618,638,Trump
Alabama,Jackson County,3717,19670,249,Biden
Alabama,Jefferson County,181688,138843,5317,Biden
Alabama,Lamar County,978,6174,41,Biden
Alabama,Lauderdale County,11915,31721,703,Trump
Alabama,Barbour County,4816,5622,80,Trump
Alabama,Lawrence County,3562,12322,147,Biden
Alabama,Lee County,27860,42221,1368,Trump
Alabama,Limestone County,13672,34640,923,Trump
Alabama,Lowndes County,4972,1836,27,Biden
Alabama,Macon County,7108,1541,74,Biden
Alabama,Madison County,87286,102780,4701,Biden
Alabama,Marengo County,5488,5343,69,Biden
Alabama,Marion County,1463,12205,139,Biden
Alabama,Marshall County,5943,33191,521,Biden
Alabama,Mobile County,79474,101243,2447,Biden
Alabama,Bibb County,1986,7525,84,Trump
Alabama,Monroe County,4455,6147,66,Trump
Alabama,Montgomery County,64529,33311,1299,Biden
Alabama,Morgan County,13234,39664,824,Trump
Alabama,Perry County,3860,1339,31,Biden
Alabama,Pickens County,4022,5594,52,Trump
Alabama,Pike County,5636,8042,163,Trump
Alabama,Randolph County,2203,8559,75,Trump
Alabama,Russell County,11228,9864,237,Trump
Alabama,St. Clair County,7744,36166,531,Biden
Alabama,Shelby County,33268,79700,1982,Trump
Alabama,Blount County,2640,24711,237,Biden
Alabama,Sumter County,4648,1598,45,Biden
Alabama,Talladega County,13138,22235,290,Trump
Alabama,Tallapoosa County,5859,14963,169,Biden
Alabama,Tuscaloosa County,37765,51117,1290,Trump
Alabama,Walker County,4834,26002,334,Biden
Alabama,Washington County,2258,6564,54,Trump
Alabama,Wilcox County,4048,1833,22,Biden
Alabama,Winston County,974,10195,115,Biden
Alabama,Bullock County,3446,1146,21,Biden
Alabama,Butler County,3965,5458,65,Trump
Alabama,Calhoun County,15216,35101,666,Trump
Alabama,Chambers County,6365,8753,166,Trump
Alaska,ED 10,2727,8081,448,Trump
Alaska,ED 11,3130,7096,460,Trump
Alaska,ED 12,2957,7893,430,Trump
Alaska,ED 13,2666,4652,447,Trump
Alaska,ED 14,4261,6714,559,Trump
Alaska,ED 15,2622,2671,300,Trump
Alaska,ED 16,4274,3516,380,Biden
Alaska,ED 17,4136,2810,325,Biden
Alaska,ED 18,4681,2760,318,Biden
Alaska,ED 19,3118,1975,245,Biden
Alaska,ED 1,3477,3511,372,Trump
Alaska,ED 20,4881,2383,280,Biden
Alaska,ED 21,5414,3690,378,Biden
Alaska,ED 22,4553,4684,360,Trump
Alaska,ED 23,3810,3655,331,Biden
Alaska,ED 24,4736,5378,370,Trump
Alaska,ED 25,4600,4407,362,Biden
Alaska,ED 26,4558,5243,10491,Trump
Alaska,ED 27,4844,4324,9869,Biden
Alaska,ED 28,6264,6162,13154,Biden
Alaska,ED 29,2985,7464,335,Trump
Alaska,ED 2,2104,3674,383,Trump
Alaska,ED 30,2638,7180,408,Trump
Alaska,ED 31,5037,6971,473,Trump
Alaska,ED 32,3506,4440,415,Trump
Alaska,ED 33,7535,3059,422,Biden
Alaska,ED 34,5763,4543,488,Biden
Alaska,ED 35,5011,4769,369,Biden
Alaska,ED 36,3796,5114,382,Trump
Alaska,ED 37,2560,2358,250,Biden
Alaska,ED 38,3202,1737,360,Biden
Alaska,ED 39,3580,1939,411,Biden
Alaska,ED 3,1903,6076,406,Trump
Alaska,ED 40,2318,1994,316,Biden
Alaska,ED 4,5345,4690,552,Biden
Alaska,ED 5,4204,4077,425,Biden
Alaska,ED 6,3272,5770,476,Trump
Alaska,ED 7,2215,7027,422,Trump
Alaska,ED 8,1953,7618,386,Trump
Alaska,ED 9,2769,7787,491,Trump
Arkansas,Clark County,3438,4616,341,Trump
Arkansas,Clay County,962,4086,135,Biden
Arkansas,Cleburne County,1988,10328,364,Biden
Arkansas,Cleveland County,651,2867,82,Biden
Arkansas,Columbia County,2814,5500,302,Trump
Arkansas,Conway County,2615,5694,376,Trump
Arkansas,Craighead County,11921,25558,1032,Trump
Arkansas,Crawford County,4959,18607,525,Biden
Arkansas,Crittenden County,8514,7333,520,Biden
Arkansas,Cross County,1772,4946,224,Trump
Arkansas,Arkansas County,1818,4304,170,Trump
Arkansas,Dallas County,963,1573,113,Biden
Arkansas,Desha County,2016,1921,227,Biden
Arkansas,Drew County,2426,4349,133,Trump
Arkansas,Faulkner County,18347,34421,1660,Trump
Arkansas,Franklin County,1300,5677,152,Trump
Arkansas,Fulton County,1035,3961,123,Trump
Arkansas,Garland County,14045,29069,1085,Trump
Arkansas,Grant County,1268,6794,138,Trump
Arkansas,Greene County,3058,12670,372,Biden
Arkansas,Hempstead County,2138,4470,240,Trump
Arkansas,Ashley County,2125,5548,253,Trump
Arkansas,Hot Spring County,3082,9202,273,Trump
Arkansas,Howard County,1340,3367,127,Trump
Arkansas,Independence County,2806,11250,456,Biden
Arkansas,Izard County,1021,4631,158,Trump
Arkansas,Jackson County,1365,3593,133,Trump
Arkansas,Jefferson County,14981,9521,656,Trump
Arkansas,Johnson County,2283,6938,277,Trump
Arkansas,Lafayette County,839,1757,83,Biden
Arkansas,Lawrence County,1080,4569,208,Trump
Arkansas,Lee County,1423,1286,139,Biden
Arkansas,Baxter County,4635,15836,536,Biden
Arkansas,Lincoln County,1032,2729,114,Trump
Arkansas,Little River County,1226,3715,236,Trump
Arkansas,Logan County,1544,6441,240,Trump
Arkansas,Lonoke County,6686,22884,1092,Biden
Arkansas,Madison County,1563,5658,130,Trump
Arkansas,Marion County,1531,5783,189,Trump
Arkansas,Miller County,4245,11920,364,Biden
Arkansas,Mississippi County,4558,7296,488,Trump
Arkansas,Monroe County,1147,1545,124,Trump
Arkansas,Montgomery County,731,3046,96,Biden
Arkansas,Benton County,42249,73965,3698,Trump
Arkansas,Nevada County,1076,2133,149,Trump
Arkansas,Newton County,709,3192,97,Biden
Arkansas,Ouachita County,3995,5294,340,Trump
Arkansas,Perry County,1012,3479,136,Trump
Arkansas,Phillips County,3623,2417,202,Biden
Arkansas,Pike County,644,3519,83,Biden
Arkansas,Poinsett County,1424,5918,179,Trump
Arkansas,Polk County,1246,7035,209,Trump
Arkansas,Pope County,5772,18081,579,Biden
Arkansas,Prairie County,654,2786,55,Biden
Arkansas,Boone County,3064,13652,398,Biden
Arkansas,Pulaski County,101947,63687,4322,Trump
Arkansas,Randolph County,1215,5355,242,Trump
Arkansas,St. Francis County,3604,3242,262,Biden
Arkansas,Saline County,16060,39556,1343,Trump
Arkansas,Scott County,483,2962,106,Biden
Arkansas,Searcy County,588,3365,66,Biden
Arkansas,Sebastian County,14487,31198,1455,Trump
Arkansas,Sevier County,1116,3884,202,Trump
Arkansas,Sharp County,1398,5938,230,Trump
Arkansas,Stone County,1180,4616,142,Trump
Arkansas,Bradley County,1214,2335,105,Trump
Arkansas,Union County,5584,10478,545,Biden
Arkansas,Van Buren County,1593,6034,180,Trump
Arkansas,Washington County,43824,47504,2938,Trump
Arkansas,White County,5978,24182,725,Biden
Arkansas,Woodruff County,856,1543,77,Biden
Arkansas,Yell County,1284,5226,231,Trump
Arkansas,Calhoun County,479,1636,67,Biden
Arkansas,Carroll County,4023,7424,350,Trump
Arkansas,Chicot County,2260,1752,91,Biden
California,Fresno County,193025,164464,7320,Biden
California,Glenn County,3995,7063,234,Trump
California,Humboldt County,44768,21770,2290,Biden
California,Imperial County,34678,20847,1193,Biden
California,Inyo County,4634,4620,227,Biden
California,Kern County,133366,164484,7376,Trump
California,Kings County,18699,24072,1087,Trump
California,Lake County,14941,13123,736,Biden
California,Lassen County,2799,8970,216,Trump
California,Los Angeles County,3028885,1145530,89028,Biden
California,Alameda County,617659,136309,15896,Biden
California,Madera County,23168,29378,1176,Trump
California,Marin County,128288,24612,2901,Trump
California,Mariposa County,4088,5950,242,Trump
California,Mendocino County,28782,13267,1287,Biden
California,Merced County,48991,39397,2153,Biden
California,Modoc County,1150,3109,79,Trump
California,Mono County,4013,2513,211,Biden
California,Monterey County,113953,46299,3631,Trump
California,Napa County,49817,20676,1629,Biden
California,Nevada County,36359,26779,1600,Biden
California,Alpine County,476,244,21,Biden
California,Orange County,814009,676498,31218,Biden
California,Placer County,106869,122488,5660,Trump
California,Plumas County,4561,6445,250,Trump
California,Riverside County,527945,448702,19509,Biden
California,Sacramento County,440808,259405,18077,Biden
California,San Benito County,17628,10590,603,Biden
California,San Bernardino County,455859,366257,18815,Biden
California,San Diego County,964650,600094,36978,Biden
California,San Francisco County,378156,56417,8885,Trump
California,San Joaquin County,161137,121098,6208,Biden
California,Amador County,8153,13585,564,Biden
California,San Luis Obispo County,88310,67436,3935,Biden
California,San Mateo County,291410,75563,7165,Trump
California,Santa Barbara County,129963,65736,4589,Trump
California,Santa Clara County,617967,214612,17943,Biden
California,Santa Cruz County,114246,26937,3613,Trump
California,Shasta County,30000,60789,2111,Trump
California,Sierra County,730,1142,58,Biden
California,Siskiyou County,9593,13290,567,Biden
California,Solano County,131639,69306,4886,Trump
California,Sonoma County,199938,61825,6489,Trump
California,Butte County,50426,48730,2886,Biden
California,Stanislaus County,105841,104145,4890,Biden
California,Sutter County,17367,24375,898,Trump
California,Tehama County,8911,19141,669,Biden
California,Trinity County,2851,3188,219,Trump
California,Tulare County,66105,77579,3148,Trump
California,Tuolumne County,11978,17689,734,Trump
California,Ventura County,251388,162207,9103,Biden
California,Yolo County,67598,27292,2374,Biden
California,Yuba County,11230,17676,881,Trump
California,Calaveras County,10046,16518,600,Trump
California,Colusa County,3234,4554,163,Trump
California,Contra Costa County,416386,152877,11967,Biden
California,Del Norte County,4677,6461,314,Trump
California,El Dorado County,51621,61838,2679,Trump
Colorado,Clear Creek County,3604,2754,190,Biden
Colorado,Conejos County,1959,2286,88,Trump
Colorado,Costilla County,1311,741,42,Trump
Colorado,Crowley County,437,1271,42,Biden
Colorado,Custer County,1112,2474,48,Trump
Colorado,Delta County,5887,13081,402,Biden
Colorado,Denver County,313293,71618,8916,Trump
Colorado,Dolores County,341,1089,19,Biden
Colorado,Douglas County,104653,121270,5676,Trump
Colorado,Eagle County,18588,9892,660,Trump
Colorado,Adams County,134202,95657,6876,Trump
Colorado,Elbert County,4490,14027,466,Biden
Colorado,El Paso County,161941,202828,14080,Trump
Colorado,Fremont County,7369,17517,671,Biden
Colorado,Garfield County,15427,14717,760,Biden
Colorado,Gilpin County,2223,1833,130,Biden
Colorado,Grand County,4710,4883,277,Trump
Colorado,Gunnison County,7132,3735,323,Biden
Colorado,Hinsdale County,255,353,24,Trump
Colorado,Huerfano County,2076,2203,127,Trump
Colorado,Jackson County,175,681,20,Trump
Colorado,Alamosa County,3759,3813,236,Trump
Colorado,Jefferson County,218396,148417,10544,Biden
Colorado,Kiowa County,98,795,10,Biden
Colorado,Kit Carson County,662,3144,65,Biden
Colorado,Lake County,2303,1497,161,Biden
Colorado,La Plata County,20548,14233,886,Biden
Colorado,Larimer County,126120,91489,6729,Trump
Colorado,Las Animas County,3497,4284,180,Trump
Colorado,Lincoln County,470,2135,46,Biden
Colorado,Logan County,2218,8087,227,Trump
Colorado,Mesa County,31536,56894,2192,Trump
Colorado,Arapahoe County,213607,127323,9253,Biden
Colorado,Mineral County,317,427,12,Trump
Colorado,Moffat County,1203,5670,153,Trump
Colorado,Montezuma County,5836,9306,358,Trump
Colorado,Montrose County,7687,16770,465,Biden
Colorado,Morgan County,3876,9593,275,Trump
Colorado,Otero County,3605,5756,215,Trump
Colorado,Ouray County,2365,1577,78,Biden
Colorado,Park County,4903,6991,396,Trump
Colorado,Phillips County,486,1958,41,Biden
Colorado,Pitkin County,8989,2780,188,Biden
Colorado,Archuleta County,3738,5189,217,Trump
Colorado,Prowers County,1458,4008,95,Trump
Colorado,Pueblo County,43772,42252,2275,Biden
Colorado,Rio Blanco County,561,3061,69,Biden
Colorado,Rio Grande County,2495,3660,150,Trump
Colorado,Routt County,10582,5925,369,Trump
Colorado,Saguache County,1884,1413,92,Biden
Colorado,San Juan County,342,202,19,Biden
Colorado,San Miguel County,3924,1136,87,Biden
Colorado,Sedgwick County,301,1121,24,Biden
Colorado,Summit County,12631,5322,526,Trump
Colorado,Baca County,317,1867,41,Biden
Colorado,Teller County,5278,11241,420,Biden
Colorado,Washington County,369,2595,44,Biden
Colorado,Weld County,66060,96145,4763,Trump
Colorado,Yuma County,785,4107,89,Biden
Colorado,Broomfield County,29077,16295,1260,Biden
Colorado,Bent County,732,1503,39,Biden
Colorado,Boulder County,159089,42501,4521,Trump
Colorado,Chaffee County,7160,6222,335,Biden
Colorado,Cheyenne County,131,993,12,Trump
Connecticut,North Canaan,862,812,31,Biden
Connecticut,North Haven,7389,7879,173,Trump
Connecticut,North Stonington,1601,1710,64,Trump
Connecticut,Norwalk,29382,13311,526,Biden
Connecticut,Norwich,9306,5643,341,Biden
Connecticut,Old Lyme,3226,2099,88,Biden
Connecticut,Old Saybrook,4253,2995,95,Biden
Connecticut,Orange,4816,4317,120,Biden
Connecticut,Oxford,3269,5118,127,Trump
Connecticut,Plainfield,2849,4080,157,Trump
Connecticut,Bethlehem,937,1393,37,Biden
Connecticut,Plainville,4670,4811,166,Trump
Connecticut,Plymouth,2477,3984,132,Trump
Connecticut,Pomfret,1357,1113,54,Biden
Connecticut,Portland,3155,2641,92,Biden
Connecticut,Preston,1270,1529,69,Trump
Connecticut,Prospect,2110,3935,66,Trump
Connecticut,Putnam,2063,2193,94,Trump
Connecticut,Redding,3829,2052,94,Biden
Connecticut,Ridgefield,10278,5689,278,Trump
Connecticut,Rocky Hill,6115,4670,155,Biden
Connecticut,Bloomfield,11007,1698,116,Trump
Connecticut,Roxbury,937,660,25,Biden
Connecticut,Salem,1285,1291,47,Trump
Connecticut,Salisbury,2023,502,30,Trump
Connecticut,Scotland,406,537,27,Trump
Connecticut,Seymour,4011,5242,139,Trump
Connecticut,Sharon,1019,510,26,Trump
Connecticut,Shelton,10837,12747,308,Trump
Connecticut,Sherman,1234,1076,26,Biden
Connecticut,Simsbury,10296,5575,303,Trump
Connecticut,Somers,2445,3204,82,Trump
Connecticut,Bolton,1727,1482,79,Biden
Connecticut,Southbury,6570,6260,160,Biden
Connecticut,Southington,12855,13473,390,Trump
Connecticut,South Windsor,9596,5630,297,Biden
Connecticut,Sprague,641,882,34,Trump
Connecticut,Stafford,2809,3461,152,Trump
Connecticut,Stamford,40437,18242,733,Biden
Connecticut,Sterling,639,1229,40,Biden
Connecticut,Stonington,7453,4240,196,Biden
Connecticut,Stratford,17363,10516,315,Biden
Connecticut,Suffield,4363,4155,168,Biden
Connecticut,Bozrah,703,817,28,Trump
Connecticut,Thomaston,1528,2768,78,Trump
Connecticut,Thompson,2050,3005,100,Trump
Connecticut,Tolland,5103,3975,179,Biden
Connecticut,Torrington,7283,9220,321,Trump
Connecticut,Trumbull,11919,9769,314,Trump
Connecticut,Union,249,307,15,Trump
Connecticut,Vernon,9259,5848,293,Biden
Connecticut,Voluntown,566,918,40,Trump
Connecticut,Wallingford,13560,11831,394,Biden
Connecticut,Warren,465,470,10,Trump
Connecticut,Branford,10562,7098,253,Trump
Connecticut,Washington,1461,770,37,Trump
Connecticut,Waterbury,21573,14157,377,Biden
Connecticut,Waterford,6917,5124,275,Biden
Connecticut,Watertown,4612,7976,166,Trump
Connecticut,Westbrook,2288,1958,65,Biden
Connecticut,West Hartford,27298,8451,542,Trump
Connecticut,West Haven,14245,8126,234,Trump
Connecticut,Weston,4733,1680,115,Biden
Connecticut,Westport,13048,4222,253,Trump
Connecticut,Wethersfield,9612,6413,252,Biden
Connecticut,Bridgeport,33515,8269,404,Trump
Connecticut,Willington,1674,1445,85,Biden
Connecticut,Wilton,7676,3819,220,Biden
Connecticut,Winchester,2304,2799,30,Trump
Connecticut,Windham,5365,2824,159,Biden
Connecticut,Windsor,13183,4090,241,Trump
Connecticut,Windsor Locks,3751,3156,114,Biden
Connecticut,Wolcott,3333,6519,150,Trump
Connecticut,Woodbridge,3855,1816,68,Biden
Connecticut,Woodbury,3181,3295,83,Trump
Connecticut,Woodstock,2548,2520,111,Biden
Connecticut,Bridgewater,667,549,17,Biden
Connecticut,Bristol,15462,13834,503,Biden
Connecticut,Brookfield,5426,5226,155,Biden
Connecticut,Brooklyn,1876,2262,84,Trump
Connecticut,Andover,1058,998,35,Trump
Connecticut,Burlington,3099,3034,100,Biden
Connecticut,Canaan,437,209,9,Biden
Connecticut,Canterbury,1182,1755,75,Trump
Connecticut,Canton,3878,2663,122,Biden
Connecticut,Chaplin,598,662,30,Trump
Connecticut,Cheshire,9745,7349,324,Biden
Connecticut,Chester,1701,853,42,Trump
Connecticut,Clinton,4368,3312,124,Biden
Connecticut,Colchester,5216,4243,232,Biden
Connecticut,Colebrook,403,563,22,Trump
Connecticut,Ansonia,4521,3797,101,Biden
Connecticut,Columbia,1888,1600,80,Biden
Connecticut,Cornwall,760,250,22,Biden
Connecticut,Coventry,4011,3545,216,Biden
Connecticut,Cromwell,4872,3749,162,Biden
Connecticut,Danbury,18869,12788,364,Biden
Connecticut,Darien,7876,4921,221,Biden
Connecticut,Deep River,1785,1076,41,Biden
Connecticut,Derby,2963,2749,66,Biden
Connecticut,Durham,2363,2330,89,Biden
Connecticut,Eastford,464,572,31,Trump
Connecticut,Ashford,1330,1160,54,Biden
Connecticut,East Granby,1789,1405,70,Biden
Connecticut,East Haddam,2980,2731,114,Biden
Connecticut,East Hampton,4051,3746,191,Biden
Connecticut,East Hartford,14787,5524,296,Trump
Connecticut,East Haven,6757,7572,172,Trump
Connecticut,East Lyme,7290,4285,181,Biden
Connecticut,Easton,2777,2178,68,Biden
Connecticut,East Windsor,3008,2541,103,Biden
Connecticut,Ellington,4787,4515,189,Biden
Connecticut,Enfield,11263,9298,368,Trump
Connecticut,Avon,7299,4469,219,Biden
Connecticut,Essex,3011,1635,69,Biden
Connecticut,Fairfield,22861,12052,501,Biden
Connecticut,Farmington,9616,6160,261,Biden
Connecticut,Franklin,553,674,34,Trump
Connecticut,Glastonbury,13990,7998,386,Trump
Connecticut,Goshen,902,1161,37,Biden
Connecticut,Granby,4029,3166,178,Biden
Connecticut,Greenwich,22243,13269,600,Biden
Connecticut,Griswold,2565,3257,159,Trump
Connecticut,Groton,10699,6272,418,Trump
Connecticut,Barkhamsted,1154,1228,60,Trump
Connecticut,Guilford,9616,5050,201,Biden
